,2024,,,,,,2025,,,,,,전년대비증감율(%),,,,,
,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,
국가명,계,적,공,계,적,공,계,적,공,계,적,공,증감_계,증감_적,증감_공,증감_계,증감_적,증감_공
이탈리아,"17,733","17,282",451,"213,871","201,690","12,181","12,362","11,685",677,"155,865","143,438","12,427",-30.29,-32.38,50.11,-27.12,-28.88,2.02
인도,"38,324","32,504","5,820","464,216","424,382","39,834","38,507","34,355","4,152","429,307","388,045","41,262",0.48,5.69,-28.66,-7.52,-8.56,3.58
인도네시아,"38,556","37,662",894,"471,281","448,027","23,254","41,766","40,825",940,"464,919","454,502","10,416",8.32,8.40,5.20,-1.35,1.45,-55.21
일본,"236,588","184,949","51,639","2,785,236","2,160,418","624,818","237,742","172,029","65,714","2,887,371","2,156,658","730,713",0.49,-6.99,27.26,3.67,-0.17,16.95
자메이카,"4,098","3,737",361,"44,780","36,072","8,708","2,975","2,111",864,"42,600","30,914","11,686",-27.40,-43.50,139.34,-4.87,-14.30,34.20
적도 기니,11,11,0,43,43,0,,,,190,190,0,-100,-100,,341.86,341.86,
조지아,"1,207","1,207",0,"15,123","15,120",3,977,977,0,"11,372","11,372",0,-19.06,-19.06,,-24.81,-24.79,-100
중국,"586,467","506,538","79,929","6,757,014","5,622,962","1,134,052","603,417","497,739","105,678","6,985,217","5,707,962","1,277,255",2.89,-1.74,32.21,3.38,1.51,12.63
지부티,265,265,0,"5,714","3,307","2,407",259,259,0,"5,330","4,830",500,-2.26,-2.26,,-6.72,46.05,-79.23
체코,6,6,0,184,184,0,1,1,0,147,147,0,-83.33,-83.33,,-20.11,-20.11,
칠레,"45,739","43,472","2,267","440,173","403,780","36,393","48,436","44,640","3,796","546,399","500,770","45,629",5.90,2.69,67.45,24.13,24.02,25.38
카메룬,486,486,0,"2,411","2,411",0,106,106,0,"2,783","2,525",258,-78.19,-78.19,,15.45,4.75,0
카보 베르데,18,18,0,126,126,0,,,,78,78,0,-100,-100,,-38.10,-38.10,
카타르,"1,538","1,500",38,"16,185","15,323",861,"1,202","1,097",105,"15,314","13,017","2,297",-21.85,-26.87,176.32,-5.38,-15.05,166.73
캄보디아,"1,643","1,643",0,"17,494","17,388",106,"3,913","3,909",4,"29,270","29,201",69,138.11,137.87,0,67.32,67.94,-34.91
캐나다,"48,410","45,135","3,275","710,572","633,910","76,662","68,680","61,338","7,342","822,187","722,200","99,987",41.87,35.90,124.20,15.71,13.93,30.43
케냐,370,370,0,"4,491","4,459",32,531,531,0,"8,711","8,384",327,43.51,43.51,,93.95,88.01,921.88
케이맨 제도,29,29,0,243,243,0,10,10,0,174,174,0,-65.52,-65.52,,-28.40,-28.40,
코모로,,,,6,6,0,2,2,0,27,27,0,0,0,,350.00,350.00,
코스타리카,"2,063","2,063",0,"27,674","27,586",88,"3,457","2,785",672,"29,645","28,401","1,244",67.61,35.03,0,7.12,2.95,"1,313.64"
