연도,국가명,구분,계,적,공
2022,통가,입항,1476.0,91.0,1385.0
2022,튀니지,입항,868.0,868.0,0.0
2022,튀르키예,입항,31981.75,20516.25,11465.5
2022,트리니다드 토바고,입항,562.0,562.0,0.0
2022,파나마,입항,56514.5,1787.0,54727.5
2022,파라과이,입항,272.0,206.0,66.0
2022,파키스탄,입항,16088.0,7104.0,8984.0
2022,파푸아 뉴기니,입항,884.0,884.0,0.0
2022,팔라우,입항,41.0,39.0,2.0
2022,페루,입항,18110.0,15257.0,2853.0
2022,포르투갈,입항,3448.0,3448.0,0.0
2022,폴란드,입항,13283.0,13136.0,147.0
2022,푸에르토리코,입항,2732.0,2732.0,0.0
2022,프랑스,입항,38834.25,35466.0,3368.25
2022,프랑스령 기아나,입항,3.0,3.0,0.0
2022,프랑스령 폴리네시아,입항,4378.0,82.0,4296.0
2022,피지,입항,1756.0,258.0,1498.0
2022,핀란드,입항,12599.25,12531.25,68.0
2022,필리핀,입항,71176.75,28240.0,42936.75
2022,헝가리,입항,3.0,3.0,0.0
2022,호주,입항,142809.25,78866.0,63943.25
2022,홍콩,입항,40212.0,36346.0,3866.0
2022,가나,출항,2713.0,2713.0,0.0
2022,가봉,출항,9.0,9.0,0.0
2022,가이아나,출항,177.0,177.0,0.0
2022,감비아,출항,6.0,6.0,0.0
2022,과들루프,출항,50.0,50.0,0.0
2022,과테말라,출항,5984.0,5984.0,0.0
2022,괌,출항,3099.5,3024.5,75.0
2022,그레나다,출항,27.0,27.0,0.0
2022,그리스,출항,10746.0,10746.0,0.0
2022,기니,출항,116.25,116.25,0.0
2022,기니비사우,출항,11.0,11.0,0.0
2022,나미비아,출항,20.0,14.0,6.0
2022,나이지리아,출항,2627.0,2627.0,0.0
2022,남아프리카,출항,3344.0,3344.0,0.0
2022,네덜란드,출항,64172.75,63652.75,520.0
2022,노르웨이,출항,320.0,320.0,0.0
2022,뉴질랜드,출항,14057.0,11565.0,2492.0
2022,뉴칼레도니아,출항,1061.0,357.0,704.0
2022,니카라과,출항,328.0,328.0,0.0
2022,대만,출항,134897.75,124039.5,10858.25
2022,대한민국,출항,121080.0,1910.25,119169.75
2022,덴마크,출항,2035.0,1203.0,832.0
2022,도미니카 공화국,출항,3092.0,3092.0,0.0
2022,도미니카 연방,출항,3.0,3.0,0.0
2022,독일,출항,62987.75,61823.75,1164.0
2022,동티모르,출항,57.0,57.0,0.0
2022,라이베리아,출항,34.0,34.0,0.0
2022,라트비아,출항,356.0,352.0,4.0
2022,러시아,출항,143859.0,142045.0,1814.0
2022,레바논,출항,2059.0,563.0,1496.0
2022,레위니옹,출항,141.0,141.0,0.0
2022,루마니아,출항,2260.0,2244.0,16.0
2022,리비아,출항,2913.0,2913.0,0.0
2022,리투아니아,출항,930.0,930.0,0.0
2022,마다가스카르,출항,160.0,160.0,0.0
2022,마르티니크,출항,45.0,45.0,0.0
2022,마샬 제도,출항,262.0,143.0,119.0
2022,마요트,출항,3.0,3.0,0.0
2022,마카오,출항,2.0,2.0,0.0
2022,말레이시아,출항,88789.5,87130.5,1659.0
2022,멕시코,출항,177809.0,175986.0,1823.0
2022,모로코,출항,2146.0,2146.0,0.0
2022,모리셔스,출항,145.0,145.0,0.0
2022,모리타니,출항,99.0,99.0,0.0
2022,모잠비크,출항,873.0,873.0,0.0
2022,몬테네그로,출항,29.0,29.0,0.0
2022,몰디브,출항,75.0,75.0,0.0
2022,몰타,출항,758.0,758.0,0.0
2022,미국,출항,924209.25,916531.25,7678.0
2022,미국령 버진아일랜드,출항,7.0,7.0,0.0
2022,미얀마,출항,504.0,504.0,0.0
2022,미크로네시아,출항,332.0,244.0,88.0
2022,바누아투,출항,261.0,183.0,78.0
2022,바레인,출항,424.0,424.0,0.0
2022,바베이도스,출항,40.0,40.0,0.0
2022,바하마,출항,8765.0,146.0,8619.0
2022,방글라데시,출항,3833.5,3833.5,0.0
2022,베냉,출항,32.0,32.0,0.0
2022,베네수엘라,출항,441.0,441.0,0.0
2022,베트남,출항,238725.5,222161.75,16563.75
2022,벨기에,출항,22620.75,22436.75,184.0
2022,벨리즈,출항,41.0,41.0,0.0
2022,북마리아나 제도,출항,1019.5,986.5,33.0
2022,불가리아,출항,206.0,206.0,0.0
2022,브라질,출항,56535.0,56453.0,82.0
2022,브루나이,출항,22.0,22.0,0.0
2022,사모아,출항,187.0,144.0,43.0
2022,사우디아라비아,출항,37663.5,37499.5,164.0
2022,상투메 프린시페,출항,4.0,4.0,0.0
2022,세네갈,출항,682.0,682.0,0.0
2022,세이셸,출항,168.0,168.0,0.0
2022,세인트 빈센트 그레나딘,출항,7.0,7.0,0.0
2022,세인트루시아,출항,34.0,34.0,0.0
2022,세인트키츠 네비스,출항,3.0,3.0,0.0
2022,소말리아,출항,86.0,86.0,0.0
2022,솔로몬제도,출항,339.0,219.0,120.0
2022,수단,출항,23.0,23.0,0.0
2022,수리남,출항,27.0,27.0,0.0
2022,스리랑카,출항,12742.25,12442.25,300.0
2022,스웨덴,출항,5215.0,5215.0,0.0
2022,스페인,출항,31222.0,30894.0,328.0
2022,슬로베니아,출항,108583.5,108529.5,54.0
2022,시리아,출항,281.25,281.25,0.0
2022,시에라 리온,출항,62.0,62.0,0.0
2022,싱가포르,출항,68019.25,64884.25,3135.0
2022,아랍에미리트연합국,출항,61862.5,61713.5,149.0
2022,아루바,출항,164.0,164.0,0.0
2022,아르헨티나,출항,6340.0,6118.0,222.0
2022,아메리칸사모아,출항,622.0,622.0,0.0
2022,아이슬란드,출항,23.0,23.0,0.0
2022,아이티,출항,299.0,299.0,0.0
2022,아일랜드,출항,386.0,386.0,0.0
2022,알바니아,출항,59.0,59.0,0.0
2022,알제리,출항,1865.0,1865.0,0.0
2022,앙골라,출항,543.0,543.0,0.0
2022,앤티가 바부다,출항,6.0,6.0,0.0
2022,앤틸리스제도,출항,42.0,42.0,0.0
2022,에리트레아,출항,4.0,4.0,0.0
2022,에스토니아,출항,231.5,231.5,0.0
2022,에콰도르,출항,23184.0,6688.0,16496.0
2022,엘살바도르,출항,680.0,680.0,0.0
2022,영국,출항,10748.75,10748.75,0.0
2022,영국령 버진아일랜드,출항,9.0,9.0,0.0
2022,예멘,출항,93.0,93.0,0.0
2022,오만,출항,2114.0,2114.0,0.0
2022,온두라스,출항,433.0,433.0,0.0
2022,요르단,출항,2879.0,2879.0,0.0
2022,우루과이,출항,2843.0,2843.0,0.0
2022,우크라이나,출항,203.0,197.0,6.0
2022,이라크,출항,3159.75,3159.75,0.0
2022,이란,출항,1971.0,1971.0,0.0
2022,이스라엘,출항,13559.5,12998.5,561.0
2022,이집트,출항,39879.0,39232.0,647.0
2022,이탈리아,출항,57959.0,57743.0,216.0
2022,인도,출항,154496.0,153347.0,1149.0
2022,인도네시아,출항,110966.0,110236.0,730.0
2022,일본,출항,420403.0,338018.0,82385.0
2022,자메이카,출항,1885.0,1884.0,1.0
2022,적도 기니,출항,114.0,114.0,0.0
2022,조지아,출항,157.0,157.0,0.0
2022,중국,출항,1229386.5,640086.0,589300.5
2022,지부티,출항,534.0,534.0,0.0
2022,지브롤터,출항,1.0,1.0,0.0
2022,칠레,출항,26901.0,20636.0,6265.0
2022,카메룬,출항,156.0,156.0,0.0
2022,카타르,출항,4273.75,3837.75,436.0
2022,캄보디아,출항,3579.0,3579.0,0.0
2022,캐나다,출항,122763.5,121990.5,773.0
2022,케냐,출항,1946.0,1946.0,0.0
2022,케이맨 제도,출항,5.0,5.0,0.0
2022,코모로,출항,1.0,1.0,0.0
2022,코스타리카,출항,981.0,981.0,0.0
2022,코트디부아르,출항,560.0,560.0,0.0
2022,콜롬비아,출항,19166.0,18408.0,758.0
2022,콩고,출항,32.0,32.0,0.0
2022,콩고 민주 공화국,출항,116.0,116.0,0.0
2022,쿠바,출항,84.0,84.0,0.0
2022,쿠웨이트,출항,1244.0,1244.0,0.0
2022,크로아티아,출항,17358.0,17358.0,0.0
2022,키리바시,출항,121.0,93.0,28.0
2022,키프로스,출항,115.0,115.0,0.0
2022,탄자니아,출항,1129.0,1129.0,0.0
2022,태국,출항,100523.0,84079.5,16443.5
2022,토고,출항,6010.0,5206.0,804.0
2022,통가,출항,9.0,9.0,0.0
2022,튀니지,출항,736.0,736.0,0.0
2022,튀르키예,출항,79542.5,79498.5,44.0
2022,트리니다드 토바고,출항,592.0,592.0,0.0
2022,파나마,출항,26230.0,14123.0,12107.0
2022,파라과이,출항,47.0,47.0,0.0
2022,파키스탄,출항,14987.75,14987.75,0.0
2022,파푸아 뉴기니,출항,1194.0,1137.0,57.0
2022,팔라우,출항,132.0,96.0,36.0
2022,페루,출항,16037.0,14275.0,1762.0
2022,포르투갈,출항,1564.0,1564.0,0.0
2022,폴란드,출항,8049.0,8049.0,0.0
2022,푸에르토리코,출항,375.0,375.0,0.0
2022,프랑스,출항,13957.0,13704.0,253.0
2022,프랑스령 기아나,출항,7.0,7.0,0.0
2022,프랑스령 폴리네시아,출항,183.0,122.0,61.0
2022,피지,출항,626.0,551.0,75.0
2022,핀란드,출항,381.0,380.0,1.0
2022,필리핀,출항,46023.5,46022.5,1.0
2022,호주,출항,61956.5,57342.5,4614.0
2022,홍콩,출항,67816.0,59004.0,8812.0
2022,가나,환적,2615.0,2613.0,2.0
2022,가봉,환적,807.0,807.0,0.0
2022,가이아나,환적,5836.25,5836.25,0.0
2022,감비아,환적,72.0,72.0,0.0
2022,과들루프,환적,438.0,438.0,0.0
2022,과테말라,환적,29278.25,27842.25,1436.0
2022,괌,환적,8310.75,6674.75,1636.0
2022,그레나다,환적,291.0,291.0,0.0
2022,그리스,환적,9836.0,8884.75,951.25
2022,기니,환적,190.0,190.0,0.0
2022,기니비사우,환적,57.0,57.0,0.0
2022,나미비아,환적,745.0,745.0,0.0
2022,나우루,환적,278.0,278.0,0.0
2022,나이지리아,환적,5255.5,5251.5,4.0
2022,남아프리카,환적,9759.0,9759.0,0.0
2022,네덜란드,환적,42250.0,41037.0,1213.0
2022,노르웨이,환적,2962.25,2962.25,0.0
2022,뉴질랜드,환적,26066.0,25402.0,664.0
2022,뉴칼레도니아,환적,8006.0,7989.0,17.0
2022,니카라과,환적,7396.25,7392.25,4.0
2022,대만,환적,131864.25,126423.75,5440.5
2022,대한민국,환적,308835.5,302826.5,6009.0
2022,덴마크,환적,6353.0,5649.0,704.0
2022,도미니카 공화국,환적,27124.0,27074.0,50.0
2022,도미니카 연방,환적,160.0,160.0,0.0
2022,독일,환적,45741.75,43399.75,2342.0
2022,동티모르,환적,166.0,166.0,0.0
2022,라이베리아,환적,151.0,151.0,0.0
2022,라트비아,환적,5382.0,5382.0,0.0
2022,러시아,환적,354351.25,351342.25,3009.0
2022,레바논,환적,2512.75,2508.75,4.0
2022,레위니옹,환적,166.0,166.0,0.0
2022,루마니아,환적,11989.75,11989.75,0.0
2022,리비아,환적,1632.75,1632.75,0.0
2022,리투아니아,환적,1561.0,1561.0,0.0
2022,마다가스카르,환적,541.0,541.0,0.0
2022,마르티니크,환적,429.0,429.0,0.0
2022,마샬 제도,환적,970.0,970.0,0.0
2022,마요트,환적,20.0,20.0,0.0
2022,마카오,환적,7.0,7.0,0.0
2022,말레이시아,환적,127536.5,125542.5,1994.0
2022,멕시코,환적,363015.75,356618.25,6397.5
2022,모로코,환적,4745.25,4711.25,34.0
2022,모리셔스,환적,427.0,427.0,0.0
2022,모리타니,환적,461.5,461.5,0.0
2022,모잠비크,환적,2221.0,2221.0,0.0
2022,몬테네그로,환적,84.0,84.0,0.0
2022,몰디브,환적,425.0,425.0,0.0
2022,몰타,환적,1640.25,290.25,1350.0
2022,미국,환적,1686186.0,1652630.75,33555.25
2022,미국령 버진아일랜드,환적,104.0,104.0,0.0
2022,미얀마,환적,3140.0,3138.0,2.0
2022,미크로네시아,환적,1224.0,1213.0,11.0
2022,바누아투,환적,4089.0,3775.0,314.0
2022,바레인,환적,1093.0,1093.0,0.0
2022,바베이도스,환적,2352.0,2352.0,0.0
2022,바하마,환적,68463.75,1369.0,67094.75
2022,방글라데시,환적,8208.0,8175.0,33.0
2022,베냉,환적,701.0,701.0,0.0
2022,베네수엘라,환적,12851.0,12851.0,0.0
2022,베트남,환적,257122.5,253897.25,3225.25
2022,벨기에,환적,28320.5,28224.5,96.0
2022,벨리즈,환적,754.0,754.0,0.0
2022,북마리아나 제도,환적,1909.25,1277.25,632.0
2022,불가리아,환적,2006.25,2006.25,0.0
2022,브라질,환적,131611.0,130050.0,1561.0
2022,브루나이,환적,73.0,73.0,0.0
2022,사모아,환적,3058.0,3045.0,13.0
2022,사우디아라비아,환적,33792.75,30413.25,3379.5
2022,세네갈,환적,3203.0,3203.0,0.0
2022,세이셸,환적,89.0,89.0,0.0
2022,세인트 빈센트 그레나딘,환적,192.0,192.0,0.0
2022,세인트루시아,환적,405.0,405.0,0.0
2022,세인트키츠 네비스,환적,124.0,124.0,0.0
2022,소말리아,환적,185.0,185.0,0.0
2022,솔로몬제도,환적,1981.0,1981.0,0.0
2022,수단,환적,1377.0,1377.0,0.0
2022,수리남,환적,3005.0,3005.0,0.0
2022,스리랑카,환적,3945.0,3939.0,6.0
2022,스웨덴,환적,15018.0,15006.0,12.0
2022,스위스,환적,4.0,4.0,0.0
2022,스페인,환적,45496.5,44091.75,1404.75
2022,슬로베니아,환적,16243.75,16243.75,0.0
2022,시리아,환적,563.0,563.0,0.0
2022,시에라 리온,환적,125.0,125.0,0.0
2022,싱가포르,환적,94552.0,75166.25,19385.75
2022,아랍에미리트연합국,환적,69666.25,67703.25,1963.0
2022,아루바,환적,585.25,585.25,0.0
2022,아르헨티나,환적,27043.0,26915.0,128.0
2022,아메리칸사모아,환적,1767.0,1767.0,0.0
2022,아이슬란드,환적,108.0,108.0,0.0
2022,아이티,환적,1886.0,1886.0,0.0
2022,아일랜드,환적,1377.25,1377.25,0.0
2022,알바니아,환적,709.25,709.25,0.0
2022,알제리,환적,2953.75,2948.75,5.0
2022,앙골라,환적,634.0,634.0,0.0
2022,앤티가 바부다,환적,254.25,254.25,0.0
2022,앤틸리스제도,환적,781.5,781.5,0.0
2022,앵귈라,환적,25.0,25.0,0.0
2022,에리트레아,환적,2.0,2.0,0.0
2022,에스토니아,환적,2315.0,2315.0,0.0
2022,에콰도르,환적,103648.0,97562.0,6086.0
2022,에티오피아,환적,2.0,2.0,0.0
2022,엘살바도르,환적,7677.5,7677.5,0.0
2022,영국,환적,16716.75,16386.75,330.0
2022,영국령 버진아일랜드,환적,46.0,46.0,0.0
2022,예멘,환적,191.0,191.0,0.0
2022,오만,환적,13093.5,12893.5,200.0
2022,온두라스,환적,8662.75,8662.75,0.0
2022,왈리스 푸투나,환적,3.0,3.0,0.0
2022,요르단,환적,5109.25,5106.0,3.25
2022,우간다,환적,21.0,21.0,0.0
2022,우루과이,환적,14610.0,14328.0,282.0
2022,우크라이나,환적,4868.0,4868.0,0.0
2022,원양어획지역,환적,1500.0,1500.0,0.0
2022,이라크,환적,904.0,704.0,200.0
2022,이란,환적,77.0,77.0,0.0
2022,이스라엘,환적,23780.5,23274.5,506.0
2022,이집트,환적,18812.25,18704.25,108.0
2022,이탈리아,환적,64394.25,63479.25,915.0
2022,인도,환적,125467.25,123669.25,1798.0
2022,인도네시아,환적,200990.5,200255.5,735.0
2022,일본,환적,1788389.25,1695512.25,92877.0
2022,자메이카,환적,24568.75,24565.75,3.0
2022,적도 기니,환적,38.0,38.0,0.0
2022,조지아,환적,2853.75,2853.75,0.0
2022,중국,환적,3539634.0,3342965.25,196668.75
2022,지부티,환적,1162.0,1062.0,100.0
2022,체코,환적,7.0,7.0,0.0
2022,칠레,환적,274842.5,267179.5,7663.0
2022,카메룬,환적,926.0,926.0,0.0
2022,카보 베르데,환적,11.0,11.0,0.0
2022,카타르,환적,5419.5,5417.5,2.0
2022,캄보디아,환적,7527.25,7527.25,0.0
2022,캐나다,환적,434748.0,431981.75,2766.25
2022,케냐,환적,2239.0,2239.0,0.0
2022,케이맨 제도,환적,259.25,259.25,0.0
2022,코모로,환적,15.0,15.0,0.0
2022,코스타리카,환적,13686.0,11924.0,1762.0
2022,코트디부아르,환적,1580.0,1580.0,0.0
2022,콜롬비아,환적,85359.5,85000.5,359.0
2022,콩고,환적,116.0,116.0,0.0
2022,콩고 민주 공화국,환적,139.0,139.0,0.0
2022,쿠바,환적,5711.0,5711.0,0.0
2022,쿠웨이트,환적,911.0,911.0,0.0
2022,쿡 제도,환적,32.0,32.0,0.0
2022,퀴라소,환적,272.0,272.0,0.0
2022,크로아티아,환적,5399.25,5399.25,0.0
2022,키리바시,환적,1916.0,1914.0,2.0
2022,키프로스,환적,417.0,417.0,0.0
2022,탄자니아,환적,2708.25,2708.25,0.0
2022,태국,환적,199416.25,198137.75,1278.5
2022,토고,환적,862.0,862.0,0.0
2022,통가,환적,1391.0,1387.0,4.0
2022,투발루,환적,13.0,13.0,0.0
2022,튀니지,환적,1626.0,1626.0,0.0
2022,튀르키예,환적,71639.25,71045.25,594.0
2022,트리니다드 토바고,환적,8103.25,8093.25,10.0
2022,파나마,환적,67576.0,60139.5,7436.5
2022,파라과이,환적,986.0,986.0,0.0
2022,파키스탄,환적,17484.5,16419.5,1065.0
2022,파푸아 뉴기니,환적,3569.0,3509.0,60.0
2022,팔라우,환적,73.0,73.0,0.0
2022,페로 제도,환적,6.0,6.0,0.0
2022,페루,환적,98490.5,95985.5,2505.0
2022,포르투갈,환적,2221.0,2221.0,0.0
2022,폴란드,환적,2743.0,2743.0,0.0
2022,푸에르토리코,환적,7809.0,7801.0,8.0
2022,프랑스,환적,41811.75,41390.75,421.0
2022,프랑스령 기아나,환적,244.0,244.0,0.0
2022,프랑스령 폴리네시아,환적,2974.0,2945.0,29.0
2022,피지,환적,7774.0,7711.0,63.0
2022,핀란드,환적,14136.0,14136.0,0.0
2022,필리핀,환적,129499.25,124392.25,5107.0
2022,헝가리,환적,16.0,16.0,0.0
2022,호주,환적,97648.0,93655.0,3993.0
2022,홍콩,환적,71599.0,70412.0,1187.0
2023,가나,입항,2670.0,511.0,2159.0
2023,가봉,입항,61.0,61.0,0.0
2023,가이아나,입항,15.0,1.0,14.0
2023,감비아,입항,103.0,103.0,0.0
2023,과들루프,입항,4.0,4.0,0.0
2023,과테말라,입항,3824.0,2796.0,1028.0
2023,괌,입항,11275.25,1013.5,10261.75
2023,그레나다,입항,4.0,4.0,0.0
2023,그리스,입항,14533.5,3416.0,11117.5
2023,기니,입항,705.0,705.0,0.0
2023,기니비사우,입항,6.0,6.0,0.0
2023,나미비아,입항,65.0,65.0,0.0
2023,나이지리아,입항,3454.0,1424.0,2030.0
2023,남아프리카,입항,7137.0,6955.0,182.0
2023,네덜란드,입항,87316.5,56934.5,30382.0
2023,노르웨이,입항,5090.25,5090.25,0.0
2023,뉴질랜드,입항,34214.0,24073.0,10141.0
2023,뉴칼레도니아,입항,2978.0,825.0,2153.0
2023,니카라과,입항,315.0,287.0,28.0
2023,대만,입항,89855.25,42740.0,47115.25
2023,대한민국,입항,72041.0,45.0,71996.0
2023,덴마크,입항,12539.0,12458.0,81.0
2023,도미니카 공화국,입항,2128.0,1744.0,384.0
2023,독일,입항,102020.0,91240.0,10780.0
2023,동티모르,입항,14.0,11.0,3.0
2023,라이베리아,입항,67.0,67.0,0.0
2023,라트비아,입항,7161.0,7161.0,0.0
2023,러시아,입항,128199.0,36251.0,91948.0
2023,레바논,입항,936.0,901.0,35.0
2023,레위니옹,입항,28.0,28.0,0.0
2023,루마니아,입항,2656.75,2614.75,42.0
2023,리비아,입항,835.0,835.0,0.0
2023,리투아니아,입항,1857.0,1857.0,0.0
2023,마다가스카르,입항,550.0,550.0,0.0
2023,마르티니크,입항,31.0,31.0,0.0
2023,마샬 제도,입항,3608.0,26.0,3582.0
2023,마요트,입항,2.0,2.0,0.0
2023,마카오,입항,1.0,1.0,0.0
2023,말레이시아,입항,100393.75,54570.0,45823.75
2023,멕시코,입항,178959.0,32453.0,146506.0
2023,모로코,입항,4544.0,2201.0,2343.0
2023,모리셔스,입항,116.0,116.0,0.0
2023,모리타니,입항,359.0,359.0,0.0
2023,모잠비크,입항,1237.0,1237.0,0.0
2023,몬테네그로,입항,1627.0,1627.0,0.0
2023,몰타,입항,284.0,72.0,212.0
2023,미국,입항,751097.0,414906.5,336190.5
2023,미얀마,입항,3455.0,3371.0,84.0
2023,미크로네시아,입항,128.0,62.0,66.0
2023,바누아투,입항,2392.0,4.0,2388.0
2023,바레인,입항,1721.0,1721.0,0.0
2023,바하마,입항,2954.0,0.0,2954.0
2023,방글라데시,입항,8439.75,7140.75,1299.0
2023,베네수엘라,입항,366.0,366.0,0.0
2023,베트남,입항,156915.5,140821.25,16094.25
2023,벨기에,입항,44682.25,39345.25,5337.0
2023,북마리아나 제도,입항,2246.0,302.0,1944.0
2023,불가리아,입항,1032.0,1027.0,5.0
2023,브라질,입항,57886.0,31650.0,26236.0
2023,브루나이,입항,32.0,32.0,0.0
2023,사모아,입항,935.0,11.0,924.0
2023,사우디아라비아,입항,49319.5,8164.5,41155.0
2023,세네갈,입항,860.0,860.0,0.0
2023,세이셸,입항,106.0,106.0,0.0
2023,세인트루시아,입항,32.0,32.0,0.0
2023,소말리아,입항,5.0,5.0,0.0
2023,솔로몬제도,입항,146.0,13.0,133.0
2023,수단,입항,62.0,62.0,0.0
2023,수리남,입항,783.0,783.0,0.0
2023,스리랑카,입항,3504.0,3137.0,367.0
2023,스웨덴,입항,15163.5,15163.5,0.0
2023,스페인,입항,52991.75,34157.75,18834.0
2023,슬로바키아,입항,14.0,14.0,0.0
2023,슬로베니아,입항,13780.25,13663.25,117.0
2023,시리아,입항,5.0,5.0,0.0
2023,시에라 리온,입항,182.0,182.0,0.0
2023,싱가포르,입항,74247.5,32758.0,41489.5
2023,아랍에미리트연합국,입항,61896.5,13145.0,48751.5
2023,아루바,입항,8.0,8.0,0.0
2023,아르헨티나,입항,17225.0,2933.0,14292.0
2023,아메리칸사모아,입항,4055.0,357.0,3698.0
2023,아이슬란드,입항,85.0,85.0,0.0
2023,아이티,입항,44.0,44.0,0.0
2023,아일랜드,입항,2913.0,2716.0,197.0
2023,알바니아,입항,20.0,20.0,0.0
2023,알제리,입항,59.0,6.0,53.0
2023,앙골라,입항,85.0,84.0,1.0
2023,앤티가 바부다,입항,2.0,2.0,0.0
2023,앤틸리스제도,입항,54.0,54.0,0.0
2023,에스토니아,입항,2755.0,2747.0,8.0
2023,에콰도르,입항,11268.0,3990.0,7278.0
2023,엘살바도르,입항,925.0,909.0,16.0
2023,영국,입항,28014.25,16942.25,11072.0
2023,예멘,입항,668.0,668.0,0.0
2023,오만,입항,7833.25,5091.0,2742.25
2023,오스트리아,입항,16.0,16.0,0.0
2023,온두라스,입항,550.0,543.0,7.0
2023,요르단,입항,6695.0,1491.0,5204.0
2023,우루과이,입항,4091.0,1208.0,2883.0
2023,원양어획지역,입항,24.0,24.0,0.0
2023,이라크,입항,770.0,1.0,769.0
2023,이란,입항,55.0,15.0,40.0
2023,이스라엘,입항,34896.75,5612.0,29284.75
2023,이집트,입항,13409.0,2711.0,10698.0
2023,이탈리아,입항,61040.25,52521.25,8519.0
2023,인도,입항,99908.5,71389.25,28519.25
2023,인도네시아,입항,89659.75,61432.25,28227.5
2023,일본,입항,645989.5,228349.0,417640.5
2023,자메이카,입항,10403.0,34.0,10369.0
2023,적도 기니,입항,14.0,14.0,0.0
2023,조지아,입항,205.0,205.0,0.0
2023,중국,입항,1310101.25,1016530.25,293571.0
2023,지부티,입항,2086.0,952.0,1134.0
2023,체코,입항,171.0,171.0,0.0
2023,칠레,입항,61458.0,58164.0,3294.0
2023,카메룬,입항,39.0,39.0,0.0
2023,카보 베르데,입항,12.0,12.0,0.0
2023,카타르,입항,5882.5,4373.0,1509.5
2023,캄보디아,입항,1715.0,1714.0,1.0
2023,캐나다,입항,119008.25,47120.25,71888.0
2023,케냐,입항,731.0,657.0,74.0
2023,코스타리카,입항,4029.0,3694.0,335.0
2023,코트디부아르,입항,283.0,133.0,150.0
2023,콜롬비아,입항,23011.0,4031.0,18980.0
2023,콩고,입항,277.0,27.0,250.0
2023,콩고 민주 공화국,입항,22.0,22.0,0.0
2023,쿠바,입항,39.0,39.0,0.0
2023,쿠웨이트,입항,881.0,818.0,63.0
2023,퀴라소,입항,41.0,40.0,1.0
2023,크로아티아,입항,2335.25,2239.25,96.0
2023,키리바시,입항,38.0,4.0,34.0
2023,키프로스,입항,233.0,233.0,0.0
2023,탄자니아,입항,2890.0,2876.0,14.0
2023,태국,입항,92095.5,87630.0,4465.5
2023,토고,입항,2077.0,398.0,1679.0
2023,통가,입항,1152.0,48.0,1104.0
2023,튀니지,입항,1038.0,917.0,121.0
2023,튀르키예,입항,25641.5,19609.5,6032.0
2023,트리니다드 토바고,입항,95.0,88.0,7.0
2023,파나마,입항,17593.25,1052.0,16541.25
2023,파라과이,입항,198.0,198.0,0.0
2023,파키스탄,입항,16117.75,6861.0,9256.75
2023,파푸아 뉴기니,입항,1287.0,784.0,503.0
2023,팔라우,입항,23.0,21.0,2.0
2023,페로 제도,입항,13.0,13.0,0.0
2023,페루,입항,26407.0,20572.0,5835.0
2023,포르투갈,입항,5030.0,4985.0,45.0
2023,폴란드,입항,14470.25,14256.25,214.0
2023,푸에르토리코,입항,1233.0,1215.0,18.0
2023,프랑스,입항,36389.25,27805.25,8584.0
2023,프랑스령 기아나,입항,4.0,4.0,0.0
2023,프랑스령 폴리네시아,입항,4085.0,88.0,3997.0
2023,피지,입항,1854.0,205.0,1649.0
2023,핀란드,입항,10700.0,10628.0,72.0
2023,필리핀,입항,123259.0,29744.0,93515.0
2023,헝가리,입항,2.0,2.0,0.0
2023,호주,입항,137153.75,69810.0,67343.75
2023,홍콩,입항,40451.0,30934.0,9517.0
2023,가나,출항,3197.0,3197.0,0.0
2023,가봉,출항,17.0,17.0,0.0
2023,가이아나,출항,280.0,280.0,0.0
2023,감비아,출항,3.0,3.0,0.0
2023,과들루프,출항,40.0,40.0,0.0
2023,과테말라,출항,8076.0,8059.0,17.0
2023,괌,출항,3955.25,3735.25,220.0
2023,그레나다,출항,20.0,20.0,0.0
2023,그리스,출항,14060.0,14060.0,0.0
2023,기니,출항,130.0,130.0,0.0
2023,기니비사우,출항,1.0,1.0,0.0
2023,나미비아,출항,24.0,24.0,0.0
2023,나우루,출항,5.0,5.0,0.0
2023,나이지리아,출항,5629.0,5629.0,0.0
2023,남아프리카,출항,4295.0,4295.0,0.0
2023,네덜란드,출항,63668.0,63538.0,130.0
2023,네팔,출항,5.0,5.0,0.0
2023,노르웨이,출항,911.0,907.0,4.0
2023,뉴질랜드,출항,15320.0,12114.0,3206.0
2023,뉴칼레도니아,출항,741.0,275.0,466.0
2023,니카라과,출항,170.0,170.0,0.0
2023,대만,출항,113281.0,103805.0,9476.0
2023,대한민국,출항,125503.0,3813.0,121690.0
2023,덴마크,출항,1614.75,975.0,639.75
2023,도미니카 공화국,출항,4255.0,4255.0,0.0
2023,독일,출항,66705.25,65562.25,1143.0
2023,동티모르,출항,32.0,32.0,0.0
2023,라오스,출항,1.0,1.0,0.0
2023,라이베리아,출항,34.0,34.0,0.0
2023,라트비아,출항,724.0,724.0,0.0
2023,러시아,출항,172822.0,170427.0,2395.0
2023,레바논,출항,372.0,372.0,0.0
2023,레위니옹,출항,174.0,174.0,0.0
2023,루마니아,출항,1651.0,1641.0,10.0
2023,리비아,출항,2123.0,2123.0,0.0
2023,리투아니아,출항,3107.25,3107.25,0.0
2023,마다가스카르,출항,226.0,226.0,0.0
2023,마르티니크,출항,74.0,74.0,0.0
2023,마샬 제도,출항,215.0,161.0,54.0
2023,마요트,출항,31.0,31.0,0.0
2023,마카오,출항,4.0,4.0,0.0
