연도,국가명,물동량
2022,캄보디아,7527.25
2022,캐나다,434748.0
2022,케냐,2239.0
2022,케이맨 제도,259.25
2022,코모로,15.0
2022,코스타리카,13686.0
2022,코트디부아르,1580.0
2022,콜롬비아,85359.5
2022,콩고,116.0
2022,콩고 민주 공화국,139.0
2022,쿠바,5711.0
2022,쿠웨이트,911.0
2022,쿡 제도,32.0
2022,퀴라소,272.0
2022,크로아티아,5399.25
2022,키리바시,1916.0
2022,키프로스,417.0
2022,탄자니아,2708.25
2022,태국,199416.25
2022,토고,862.0
2022,통가,1391.0
2022,투발루,13.0
2022,튀니지,1626.0
2022,튀르키예,71639.25
2022,트리니다드 토바고,8103.25
2022,파나마,67576.0
2022,파라과이,986.0
2022,파키스탄,17484.5
2022,파푸아 뉴기니,3569.0
2022,팔라우,73.0
2022,페로 제도,6.0
2022,페루,98490.5
2022,포르투갈,2221.0
2022,폴란드,2743.0
2022,푸에르토리코,7809.0
2022,프랑스,41811.75
2022,프랑스령 기아나,244.0
2022,프랑스령 폴리네시아,2974.0
2022,피지,7774.0
2022,핀란드,14136.0
2022,필리핀,129499.25
2022,헝가리,16.0
2022,호주,97648.0
2022,홍콩,71599.0
2023,가나,4450.5
2023,가봉,1837.0
2023,가이아나,10319.0
2023,감비아,172.0
2023,과들루프,515.0
2023,과테말라,36123.5
2023,괌,10935.25
2023,그레나다,707.0
2023,그리스,15839.0
2023,기니,942.5
2023,기니비사우,55.0
2023,나미비아,1452.0
2023,나우루,117.0
2023,나이지리아,6835.0
2023,남아프리카,11300.0
2023,네덜란드,37845.5
2023,노르웨이,1876.0
2023,뉴질랜드,24697.0
2023,뉴칼레도니아,4965.0
2023,니카라과,9322.25
2023,대만,137419.75
2023,대한민국,301393.5
2023,덴마크,7698.0
2023,도미니카 공화국,47750.25
2023,도미니카 연방,100.0
2023,독일,43351.75
2023,동티모르,114.0
2023,라이베리아,470.0
2023,라트비아,4144.0
2023,러시아,255123.0
2023,레바논,718.5
2023,레위니옹,44.0
2023,루마니아,9881.25
2023,리비아,1978.5
2023,리투아니아,2303.5
2023,마다가스카르,344.0
2023,마르티니크,407.0
2023,마샬 제도,1238.0
2023,마요트,22.0
2023,마카오,4.0
2023,말레이시아,149202.5
2023,멕시코,513977.5
2023,모로코,17940.25
2023,모리셔스,667.0
2023,모리타니,1737.75
2023,모잠비크,1845.0
2023,몬세라트,6.0
2023,몬테네그로,298.75
2023,몰디브,716.0
2023,몰타,443.25
2023,미국,1717971.25
2023,미국령 버진아일랜드,79.0
2023,미얀마,4934.0
2023,미크로네시아,1583.0
2023,바누아투,4870.0
2023,바레인,2109.0
2023,바베이도스,2073.0
2023,바하마,114243.0
2023,방글라데시,9283.5
2023,베냉,765.0
2023,베네수엘라,24125.25
2023,베트남,284313.0
2023,벨기에,26659.0
2023,벨리즈,632.0
2023,북마리아나 제도,1180.75
2023,불가리아,1925.0
2023,브라질,130746.0
2023,브루나이,149.0
2023,사모아,3370.0
2023,사우디아라비아,31326.25
2023,상투메 프린시페,6.0
2023,세네갈,3362.0
2023,세르비아,6.0
2023,세이셸,253.0
2023,세인트 빈센트 그레나딘,135.0
2023,세인트루시아,640.25
2023,세인트키츠 네비스,101.25
2023,소말리아,213.0
2023,솔로몬제도,920.0
2023,수단,1273.0
2023,수리남,4156.25
2023,스리랑카,4906.25
2023,스웨덴,18932.0
2023,스위스,1.0
2023,스페인,58059.5
2023,슬로바키아,3.0
2023,슬로베니아,13739.5
2023,시리아,204.25
2023,시에라 리온,853.0
2023,싱가포르,94435.25
2023,아랍에미리트연합국,80662.5
2023,아루바,795.5
2023,아르헨티나,21608.0
2023,아메리칸사모아,1252.0
2023,아이슬란드,594.0
2023,아이티,2917.25
2023,아일랜드,1973.0
2023,알바니아,578.0
